Building,Location Region,Location,Location Weather Year,Location Weather Filename,Vintage,Heating Fuel,Usage Level,Geometry Attic Type,Geometry Building Type RECS,Geometry Number Units,Geometry Foundation Type,Geometry Wall Type,Geometry House Size,Geometry Stories,Geometry Garage,Bedrooms,Corridor,Occupants,Orientation,Eaves,Door Area,Window Areas,Overhangs,Neighbors,Insulation Unfinished Attic,Insulation Finished Roof,Radiant Barrier Unfinished Attic,Roof Material,Insulation Slab,Insulation Crawlspace,Insulation Unfinished Basement,Insulation Finished Basement,Insulation Pier Beam,Insulation Interzonal Floor,Insulation Wall,Interior Shading,Windows,Doors,Water Heater,Hot Water Fixtures,Hot Water Distribution,Solar Hot Water,HVAC System Is Heat Pump,HVAC System Heat Pump,HVAC System Heating Electricity,HVAC System Heating Natural Gas,HVAC System Heating Propane,HVAC System Heating Fuel Oil,HVAC System Heating Other Fuel,HVAC System Heating None,HVAC System Cooling,HVAC System Cooling Type,Heating Setpoint,Cooling Setpoint,Heating Setpoint Has Offset,Cooling Setpoint Has Offset,Heating Setpoint Offset Magnitude,Cooling Setpoint Offset Magnitude,Cooling Setpoint Offset Period,Heating Setpoint Offset Period,Ceiling Fan,Dehumidifier,Refrigerator,Refrigeration Schedule,Cooking Range,Cooking Range Schedule,Dishwasher,Clothes Washer Presence,Clothes Washer,Clothes Dryer,Lighting,Lighting Interior Use,Lighting Other Use,Holiday Lighting,Plug Loads,Plug Loads Schedule,Electric Vehicle,Misc Extra Refrigerator,Misc Freezer,Misc Gas Fireplace,Misc Gas Grill,Misc Gas Lighting,Misc Hot Tub Spa,Misc Pool,Misc Pool Heater,Misc Pool Pump,Misc Pool Schedule,Misc Well Pump,Ducts,Infiltration,Natural Ventilation,Mechanical Ventilation,Bathroom Spot Vent Hour,Range Spot Vent Hour,PV,Days Shifted
404,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1960s,Electricity,Medium,Unfinished Attic,Single-Family Detached,1,Crawl,WoodStud,1500-2499,1,None,3,None,4,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-30, Vented",None,None,"Asphalt Shingles, Medium",None,"Uninsulated, Vented",None,None,None,Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7","Clear, Double, Metal, Air",Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,None,None,68F,72F,Yes,No,3F,0F,None,Night,National Average,None,EF 15.9,National Average,"Propane, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour6,Hour17,None,Day59
405,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,<1950,Electricity,Medium,Finished Attic or Cathedral Ceilings,Single-Family Detached,1,Heated Basement,WoodStud,0-1499,2+,None,2,None,1,West,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-19, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7","Clear, Single, Non-metal",Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,None,None,68F,72F,Yes,Yes,6F,5F,Day Setup,Night,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, Average Installed",None,None,None,None,None,None,None,None,National Average,None,In Finished Space,15 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour10,None,Day15
406,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1970s,Electricity,Medium,Unfinished Attic,Single-Family Detached,1,Crawl,Masonry,0-1499,1,None,2,None,3,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-13, Vented",None,None,"Asphalt Shingles, Medium",None,"Uninsulated, Vented",None,None,None,Uninsulated,"CMU, 6-in Hollow, R-7","Summer = 0.7, Winter = 0.7","Low-E, Double, Non-metal, Air, L-Gain",Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 10",Central,68F,72F,Yes,Yes,12F,5F,Night Setback,Night,National Average,None,EF 15.9,National Average,"Propane, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage",None,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, Uninsulated",15 ACH50,"Year-Round, 3 days/wk",None,Hour7,Hour13,None,Day293
407,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1990s,Electricity,Medium,Finished Attic or Cathedral Ceilings,Single-Family Detached,1,Heated Basement,WoodStud,2500-3499,1,2 Car,3,None,5,South,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-38, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Wall R-10,None,Uninsulated,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7","Low-E, Double, Non-metal, Air, L-Gain",Fiberglass,Propane Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 10",Central,68F,72F,Yes,No,6F,0F,None,Day and Night,National Average,None,EF 15.9,National Average,"Propane, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,None,In Finished Space,6 ACH50,"Year-Round, 3 days/wk",None,Hour4,Hour15,None,Day103
408,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1980s,Electricity,Medium,Unfinished Attic,Single-Family Detached,1,Heated Basement,Masonry,1500-2499,1,None,3,None,2,West,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-19, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,Uninsulated,"CMU, 6-in Hollow, R-19","Summer = 0.7, Winter = 0.7","Low-E, Double, Non-metal, Air, L-Gain",Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,"FIXME Room AC, EER 10.7, 20% Conditioned",Room,68F,72F,Yes,Yes,12F,5F,Night Setback,Night,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,Electric,None,None,None,National Average,None,In Finished Space,10 ACH50,"Year-Round, 3 days/wk",None,Hour7,Hour18,None,Day290
409,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1990s,Electricity,Medium,Unfinished Attic,Single-Family Detached,1,Unheated Basement,WoodStud,1500-2499,1,2 Car,4,None,2,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-38, Vented",None,None,"Asphalt Shingles, Medium",None,None,Ceiling R-19,None,None,R-19,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7","Clear, Double, Non-metal, Air",Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 13",Central,68F,72F,Yes,No,3F,0F,None,Day and Night,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, Uninsulated",7 ACH50,"Year-Round, 3 days/wk",None,Hour17,Hour20,None,Day228
410,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,<1950,Electricity,Medium,Unfinished Attic,Single-Family Detached,1,Heated Basement,WoodStud,1500-2499,1,None,4,None,4,South,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-13, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7","Clear, Single, Non-metal",Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,"FIXME Room AC, EER 8.5, 20% Conditioned",Room,68F,72F,No,No,0F,0F,None,None,National Average,None,EF 10.2,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,Electric,None,None,None,National Average,None,In Finished Space,15 ACH50,"Year-Round, 3 days/wk",None,Hour16,Hour18,None,Day233
411,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,<1950,Electricity,Medium,Unfinished Attic,Single-Family Detached,1,Heated Basement,WoodStud,0-1499,2+,1 Car,3,None,2,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-38, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7","Low-E, Double, Non-metal, Air, L-Gain",Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 13",Central,68F,72F,No,Yes,0F,5F,Day Setup,None,National Average,None,EF 10.5,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,In Finished Space,15 ACH50,"Year-Round, 3 days/wk",None,Hour0,Hour17,None,Day110
412,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1970s,Electricity,Medium,Unfinished Attic,Single-Family Detached,1,Unheated Basement,WoodStud,2500-3499,2+,3 Car,4,None,4,North,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-38, Vented",None,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"Wood Stud, R-7","Summer = 0.7, Winter = 0.7","Clear, Single, Metal",Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 10",Central,68F,72F,No,Yes,0F,9F,Night Setback,None,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage",None,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,Electric,None,None,None,National Average,None,"30% Leakage, Uninsulated",8 ACH50,"Year-Round, 3 days/wk",None,Hour21,Hour17,None,Day302
413,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1990s,Electricity,Medium,Unfinished Attic,Single-Family Detached,1,Crawl,WoodStud,2500-3499,2+,2 Car,3,None,3,North,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-30, Vented",None,None,"Asphalt Shingles, Medium",None,"Ceiling R-19, Vented",None,None,None,Uninsulated,"Wood Stud, R-19","Summer = 0.7, Winter = 0.7","Clear, Single, Metal",Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 13",Central,68F,72F,No,No,0F,0F,None,None,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,Gas Fireplace,None,None,None,None,None,None,National Average,None,"30% Leakage, Uninsulated",6 ACH50,"Year-Round, 3 days/wk",None,Hour23,Hour14,None,Day117
414,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1990s,Electricity,Medium,Unfinished Attic,Single-Family Detached,1,Heated Basement,WoodStud,2500-3499,2+,2 Car,3,None,4,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-38, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Wall R-15,None,R-19,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7","Clear, Double, Non-metal, Air",Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 10",Central,68F,72F,No,Yes,0F,9F,Night Setup,None,National Average,None,EF 6.7,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, Average Installed",None,None,None,None,Electric,None,None,None,National Average,None,In Finished Space,6 ACH50,"Year-Round, 3 days/wk",None,Hour4,Hour11,None,Day338
415,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1960s,Electricity,Medium,Unfinished Attic,Single-Family Detached,1,Heated Basement,WoodStud,2500-3499,1,1 Car,5,None,2,South,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-7, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Uninsulated,None,Uninsulated,"Wood Stud, Uninsulated","Summer = 0.7, Winter = 0.7","Low-E, Double, Non-metal, Air, L-Gain",Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,None,None,68F,72F,Yes,Yes,6F,5F,Night Setup,Night,National Average,None,EF 10.5,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,None,In Finished Space,10 ACH50,"Year-Round, 3 days/wk",None,Hour3,Hour9,None,Day208
416,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1990s,Electricity,Medium,Unfinished Attic,Single-Family Detached,1,Heated Basement,Masonry,3500+,2+,2 Car,3,None,2,West,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-30, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Wall R-10,None,R-13,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7","Clear, Double, Non-metal, Air",Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,None,None,68F,72F,Yes,No,3F,0F,None,Day and Night,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage",None,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,Has Pool,None,1.0 HP Pump,National Average,None,In Finished Space,4 ACH50,"Year-Round, 3 days/wk",None,Hour4,Hour16,None,Day360
417,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,2000s,Electricity,Medium,Finished Attic or Cathedral Ceilings,Single-Family Detached,1,Crawl,WoodStud,0-1499,2+,2 Car,2,None,2,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-19, Vented",None,None,"Asphalt Shingles, Medium",None,"Ceiling R-13, Vented",None,None,None,R-30,"Wood Stud, R-19","Summer = 0.7, Winter = 0.7","Low-E, Double, Non-metal, Air, L-Gain",Fiberglass,Electric Standard,100% Usage,"Uninsulated, HomeRun, PEX",None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 13",Central,68F,72F,Yes,No,3F,0F,None,Day,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,"EF 6.9, Average Installed",None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, R-6",7 ACH50,"Year-Round, 3 days/wk",None,Hour1,Hour17,None,Day22
418,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1990s,Electricity,Medium,Unfinished Attic,Single-Family Detached,1,Heated Basement,Masonry,2500-3499,2+,None,3,None,3,West,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-30, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Wall R-10,None,R-19,"CMU, 6-in Hollow, R-19","Summer = 0.7, Winter = 0.7","Low-E, Double, Non-metal, Air, L-Gain",Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,None,None,68F,72F,No,No,0F,0F,None,None,National Average,None,EF 10.2,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage",None,100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,In Finished Space,6 ACH50,"Year-Round, 3 days/wk",None,Hour20,Hour13,None,Day216
419,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,2000s,Electricity,Medium,Finished Attic or Cathedral Ceilings,Single-Family Detached,1,Unheated Basement,Masonry,0-1499,1,2 Car,3,None,4,South,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-38, Vented",None,None,"Asphalt Shingles, Medium",None,None,Ceiling R-19,None,None,R-30,"CMU, 6-in Hollow, R-15","Summer = 0.7, Winter = 0.7","Clear, Double, Non-metal, Air",Fiberglass,Electric Standard,100% Usage,"Uninsulated, HomeRun, PEX",None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 10",Central,68F,72F,No,Yes,0F,9F,Day Setup,None,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, R-6",7 ACH50,"Year-Round, 3 days/wk",None,Hour23,Hour16,None,Day191
420,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1980s,Electricity,Medium,Finished Attic or Cathedral Ceilings,Single-Family Detached,1,Crawl,Masonry,0-1499,2+,1 Car,3,None,4,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-38, Vented",None,None,"Asphalt Shingles, Medium",None,"Wall R-10, Unvented",None,None,None,R-13,"CMU, 6-in Hollow, R-7","Summer = 0.7, Winter = 0.7","Clear, Double, Non-metal, Air",Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,None,None,68F,72F,Yes,Yes,6F,5F,Night Setback,Day and Night,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,None,"10% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour6,Hour6,None,Day177
421,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1980s,Electricity,Medium,Unfinished Attic,Single-Family Detached,1,Crawl,WoodStud,1500-2499,1,3 Car,3,None,2,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-30, Vented",None,None,"Asphalt Shingles, Medium",None,"Uninsulated, Vented",None,None,None,Uninsulated,"Wood Stud, R-11","Summer = 0.7, Winter = 0.7","Low-E, Double, Non-metal, Air, L-Gain",Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 10",Central,68F,72F,Yes,No,6F,0F,None,Night,National Average,None,EF 15.9,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage",None,60% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"20% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour5,Hour12,None,Day284
422,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1990s,Electricity,Medium,Finished Attic or Cathedral Ceilings,Single-Family Detached,1,Unheated Basement,WoodStud,1500-2499,1,None,3,None,4,East,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-38, Vented",None,None,"Asphalt Shingles, Medium",None,None,Ceiling R-19,None,None,R-13,"Wood Stud, R-19","Summer = 0.7, Winter = 0.7","Clear, Double, Non-metal, Air",Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,None,None,68F,72F,No,No,0F,0F,None,None,National Average,None,EF 10.5,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% Incandescent,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,None,None,None,None,None,None,National Average,None,"20% Leakage, Uninsulated",7 ACH50,"Year-Round, 3 days/wk",None,Hour21,Hour4,None,Day273
423,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1990s,Electricity,Medium,Finished Attic or Cathedral Ceilings,Single-Family Detached,1,Heated Basement,Masonry,1500-2499,2+,None,2,None,1,West,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-30, Vented",None,None,"Asphalt Shingles, Medium",None,None,None,Wall R-10,None,Uninsulated,"CMU, 6-in Hollow, R-11","Summer = 0.7, Winter = 0.7","Low-E, Double, Non-metal, Air, L-Gain",Fiberglass,Electric Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,None,None,68F,72F,No,No,0F,0F,None,None,National Average,None,EF 10.5,National Average,"Propane, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage",None,100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,"EF 12, Average Installed",None,Gas Grill,None,None,None,None,None,National Average,None,In Finished Space,7 ACH50,"Year-Round, 3 days/wk",None,Hour17,Hour12,None,Day314
424,CR05,CO_Boulder-Broomfield-Jefferson.County.AP.724699,TMY3,USA_CO_Boulder-Broomfield-Jefferson.County.AP.724699_TMY3.epw,1960s,Electricity,Medium,Unfinished Attic,Single-Family Detached,1,Unheated Basement,Masonry,1500-2499,1,None,3,None,2,West,2 ft,20 ft^2,F15 B15 L15 R15,None,Left/Right at 15ft,"Ceiling R-19, Vented",None,None,"Asphalt Shingles, Medium",None,None,Uninsulated,None,None,Uninsulated,"CMU, 6-in Hollow, Uninsulated","Summer = 0.7, Winter = 0.7","Low-E, Double, Non-metal, Air, L-Gain",Fiberglass,Gas Standard,100% Usage,"Uninsulated, TrunkBranch, Copper",None,No,None,Electric Baseboard,None,None,None,None,None,"AC, SEER 13",Central,68F,72F,Yes,No,3F,0F,None,Day and Night,National Average,None,EF 10.5,National Average,"Electric, 100% Usage",National Average,"290 Rated kWh, 100% Usage",Yes,"EnergyStar, 100% Usage","Electric, 100% Usage",100% CFL,100% Usage,100% Usage,No Exterior Use,100%,National Average,None,None,None,None,None,None,None,None,None,None,National Average,None,"10% Leakage, Uninsulated",10 ACH50,"Year-Round, 3 days/wk",None,Hour1,Hour16,None,Day31
